play_id,game_id,home_team,away_team,week,posteam,posteam_type,defteam,game_half,drive,drive_plays,quarter,home_team_score,away_team_score,posteam_score,defteam_score,score_differential,side_of_field,yardline100,down,yds_to_go,goal_to_go,sp,yardline,play_type,desc,yards_gained,first_down,first_down_pass,first_down_rush,first_down_penalty,third_down_failed,third_down_converted,fourth_down_attempted,fourth_down_failed,fourth_down_converted,rush_attempt,pass_attempt,rusher,passer,receiver,targeted_receiver,rushing_yards,passing_yards,receiving_yards,yards_net,drive_first_downs,touchdown,pass_touchdown,rush_touchdown,return_touchdown,touchdown_team,touchdown_player,complete_pass,incomplete_pass,solo_tackle,assisted_tackle,tackled_for_loss,tackled_for_loss_yards,sack,sack_yards,half_tfl,full_tfl,full_sack,half_sack,penalty,penalty_team,penalty_type,penalty_accepted,penalty_yards,penalty_player,fumble,interception,interception_player,pass_deflection_player,fumble_lost,fumble_forced,fumble_team,fumble_recovery_team,forced_fumble_player,fumble_recovery_player,return_yards,return_team,touchback,return_player,assisted_tackle_player_1,assisted_tackle_player_2,solo_tackle_player,tackle_for_loss_player_1,tackle_for_loss_player_2,sack_player_1,sack_player_2,solo_tackle_player_2,timeout,timeout_team,safety,posteam_score_post,defteam_score_post,score_differential_post,home_team_score_post,away_team_score_post,recent_time,quarter_time,late_half,change_of_possession,home_team_timeouts_remaining,away_team_timeouts_remaining,posteam_timeouts_remaining,defteam_timeouts_remaining,xp_attempt,fg_attempt,two_point_attempt,punt_attempt,kickoff_attempt,xp_result,fg_result,two_point_result,kicker,kick_distance,kick_blocked,blocked_player,punter,punt_blocked,punt_downed,punt_out_of_bounds,punt_fair_catch,punt_returner,kickoff_downed,kickoff_out_of_bounds,kickoff_fair_catch,kick_returner
4433,HAM_WIL2022,WIL,HAM,5,HAM,Away,WIL,Half2,23,6,4,13,15,15,13,2,WIL,19,2,3,0,0,WIL19,rush,Kamau Hopewell rush for loss of 1 yard to the WILLIAMS20 (Desmond O'Mahon).,-1,0,0,0,0,,,,,,1,0,Kamau Hopewell,,,,-1,,,18,1,0,0,0,0,,,,,1,0,1,1,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Desmond O'Mahon,Desmond O'Mahon,,,,,0,,0,15,13,2,13,15,03:21,late,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4434,HAM_WIL2022,WIL,HAM,5,HAM,Away,WIL,Half2,23,7,4,13,15,15,13,2,WIL,20,3,4,0,0,WIL20,rush,Lucas Perez-Seg rush for loss of 6 yards to the WILLIAMS26 (James Hemmer).,-6,0,0,0,0,1,0,,,,1,0,Lucas Perez-Segnini,,,,-6,,,12,1,0,0,0,0,,,,,1,0,1,6,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,James Hemmer,James Hemmer,,,,,0,,0,15,13,2,13,15,03:21,late,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4435,HAM_WIL2022,WIL,HAM,5,HAM,Away,WIL,Half2,23,8,4,13,15,15,13,2,WIL,26,4,10,0,0,WIL26,No Play,"Timeout Hamilton, clock 00:25.",0,0,0,0,0,,,0,,,0,0,,,,,,,,12,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,1,HAM,0,15,13,2,13,15,00:25,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4436,HAM_WIL2022,WIL,HAM,5,HAM,Away,WIL,Half2,23,8,4,13,15,15,13,2,WIL,26,4,10,0,0,WIL26,pass,Matt Banbury pass incomplete to Colin Kelter.,0,0,0,0,0,,,1,1,0,0,1,,Matt Banbury,,Colin Kelter,,,,12,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,15,13,2,13,15,00:25,late,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4437,HAM_WIL2022,WIL,HAM,5,WIL,Home,HAM,Half2,24,1,4,13,15,13,15,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,13,15,-2,13,15,00:20,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4438,HAM_WIL2022,WIL,HAM,5,WIL,Home,HAM,Half2,24,1,4,13,15,13,15,-2,WIL,74,1,10,0,0,WIL26,rush,Dan Vaughn rush for 12 yards to the WILLIAMS38 (Cole Rivell).,12,1,0,1,0,,,,,,1,0,Dan Vaughn,,,,12,,,12,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Cole Rivell,,,,,,0,,0,13,15,-2,13,15,00:20,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4439,HAM_WIL2022,WIL,HAM,5,WIL,Home,HAM,Half2,24,2,4,13,15,13,15,-2,WIL,62,1,10,0,0,WIL38,pass,Dan Vaughn pass incomplete to Jack Ledden.,0,0,0,0,0,,,,,,0,1,,Dan Vaughn,,Jack Ledden,,,,12,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,13,15,-2,13,15,00:20,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4440,HAM_WIL2022,WIL,HAM,5,WIL,Home,HAM,Half2,24,3,4,13,15,13,15,-2,WIL,62,2,10,0,0,WIL38,No Play,clock 00:00.,0,0,0,0,0,,,,,,0,0,,,,,,,,12,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,13,15,-2,13,15,00:00,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4441,HAM_WIL2022,WIL,HAM,5,WIL,Home,HAM,Half2,24,3,4,13,15,13,15,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,13,15,-2,13,15,00:20,late,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4442,HAM_MID2022,MID,HAM,8,HAM,,HAM,Half1,0,1,1,0,0,0,0,0,HAM,60,1,10,0,0,HAM40,No Play,Hamilton wins toss and defers; MID will receive; HAM will defend South end-zone.,0,0,0,0,0,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,00:20,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4443,HAM_MID2022,MID,HAM,8,HAM,,HAM,Half1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4444,HAM_MID2022,MID,HAM,8,HAM,,HAM,Half1,0,1,1,0,0,0,0,0,HAM,60,1,10,0,0,HAM40,kickoff,"Reed,Evan kickoff 60 yards to the MIDD00, Touchback.",0,0,0,0,0,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,HAM,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,1,3,3,3,3,0,0,0,0,1,,,,Evan Reed,60,,,,,,,,,0,0,0,
4445,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4446,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,1,1,1,0,0,0,0,0,MID,75,1,10,0,0,MID25,rush,"No Huddle-Shotgun McNeil,LeeCharles rush middle for 7 yards gain to the MIDD32 (Rivell,Cole).",7,0,0,0,0,,,,,,1,0,LeeCharles McNeil,,,,7,,,7,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Cole Rivell,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4447,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,1,2,1,0,0,0,0,0,MID,68,2,3,0,0,MID32,rush,"No Huddle-Shotgun McNeil,LeeCharles rush middle for 1 yard gain to the MIDD33 (Dale,Jake).",1,0,0,0,0,,,,,,1,0,LeeCharles McNeil,,,,1,,,8,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jake Dale,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4448,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,1,3,1,0,0,0,0,0,MID,67,3,2,0,0,MID33,pass,"No Huddle-Shotgun Kennon,Cole pass incomplete short middle to Wood,Donovan broken up by Snell,Christian.",0,0,0,0,0,1,0,,,,0,1,,Cole Kennon,,,,,,8,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,Christian Snell,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4449,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,1,4,1,0,0,0,0,0,MID,67,4,2,0,0,MID33,punt,"Crider,Cole punt 23 yards to the HAM44, out of bounds at HAM44.",0,0,0,0,0,,,0,,,0,0,,,,,,,,8,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,HAM,0,,,,,,,,,,0,,0,0,0,0,0,0,15:00,early,0,1,3,3,3,3,0,0,0,1,0,,,,,23,,,Cole Crider,0,0,0,0,,,,,
4450,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4451,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,1,1,0,0,0,0,0,HAM,56,1,10,0,0,HAM44,rush,"No Huddle-Shotgun Banbury,Matt rush middle for 3 yards gain to the HAM47 (Adu-Diawuo,Kwesi).",3,0,0,0,0,,,,,,1,0,Matt Banbury,,,,3,,,3,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Kwesi Adu-Diawuo,,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4452,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,2,1,0,0,0,0,0,HAM,53,2,7,0,0,HAM47,pass,"No Huddle-Shotgun Banbury,Matt pass complete short right to Howrigan,Mark for 6 yards to the MIDD47 (McCool,John; Sheridan,Kieran).",6,0,0,0,0,,,,,,0,1,,Matt Banbury,Mark Howrigan,Mark Howrigan,,6,6,9,0,0,0,0,0,,,1,0,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,John McCool,Kieran Sheridan,,,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4453,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,3,1,0,0,0,0,0,MID,47,3,1,0,0,MID47,rush,"No Huddle Cairns,Joe rush middle for 5 yards gain to the MIDD42 (Tibball,Nolan), 1ST DOWN.",5,1,0,1,0,0,1,,,,1,0,Joe Cairns,,,,5,,,14,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nolan Tibball,,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4454,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,4,1,0,0,0,0,0,MID,42,1,10,0,0,MID42,rush,"No Huddle-Shotgun Cairns,Joe rush right for 2 yards gain to the MIDD40 (Tibball,Nolan; Roy,Liam).",2,0,0,0,0,,,,,,1,0,Joe Cairns,,,,2,,,16,1,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,Nolan Tibball,Liam Roy,,,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4455,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,5,1,0,0,0,0,0,MID,40,2,8,0,0,MID40,rush,"Shotgun Gerst,Leo rush middle for 2 yards loss to the MIDD42 (High,Liam).",-2,0,0,0,0,,,,,,1,0,Leo Gerst,,,,-2,,,14,1,0,0,0,0,,,,,1,0,1,2,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Liam High,Liam High,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4456,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,6,1,0,0,0,0,0,MID,42,3,10,0,0,MID42,pass,"Shotgun Banbury,Matt pass complete short right to Campanella,Joseph for 5 yards to the MIDD37 (Ramos,Jordan).",5,0,0,0,0,1,0,,,,0,1,,Matt Banbury,Joseph Campanella,Joseph Campanella,,5,5,19,1,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jordan Ramos,,,,,,0,,0,0,0,0,0,0,13:49,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4457,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,2,7,1,0,0,0,0,0,MID,37,4,5,0,0,MID37,pass,"Shotgun Banbury,Matt pass incomplete short middle to Perez-Segnini,Lucas broken up by Adu-Diawuo,Kwesi.",0,0,0,0,0,,,1,1,0,0,1,,Matt Banbury,,,,,,19,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,Kwesi Adu-Diawuo,,,,,,,0,,0,,,,,,,,,,0,,0,0,0,0,0,0,13:49,early,0,1,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4458,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,0,0,09:51,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4459,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,1,1,0,0,0,0,0,MID,63,1,10,0,0,MID37,pass,"No Huddle-Shotgun Kennon,Cole pass complete short middle to Clough,Anson for 9 yards to the MIDD46 (Esliker,Ian).",9,0,0,0,0,,,,,,0,1,,Cole Kennon,Anson Clough,Anson Clough,,9,9,9,0,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Ian Esliker,,,,,,0,,0,0,0,0,0,0,09:51,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4460,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,2,1,0,0,0,0,0,MID,54,2,1,0,0,MID46,rush,"No Huddle-Shotgun Brownlee,Alec rush middle for 8 yards gain to the HAM46 (Johnson,George; Rivell,Cole), 1ST DOWN.",8,1,0,1,0,,,,,,1,0,Alec Brownlee,,,,8,,,17,1,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,George Johnson,Cole Rivell,,,,,,,0,,0,0,0,0,0,0,09:51,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4461,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,3,1,0,0,0,0,0,HAM,46,1,10,0,0,HAM46,pass,"No Huddle-Shotgun Kennon,Cole pass complete deep right to Livingston,Greg for 38 yards to the HAM08 (Snell,Christian), 1ST DOWN.",38,1,1,0,0,,,,,,0,1,,Cole Kennon,Greg Livingston,Greg Livingston,,38,38,55,2,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Christian Snell,,,,,,0,,0,0,0,0,0,0,09:51,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4462,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,4,1,0,0,0,0,0,HAM,8,1,8,0,0,HAM8,rush,"No Huddle-Shotgun Brownlee,Alec rush middle for 2 yards loss to the HAM10 (Rivell,Cole; LoPresti,Matt).",-2,0,0,0,0,,,,,,1,0,Alec Brownlee,,,,-2,,,53,2,0,0,0,0,,,,,0,1,1,2,0,0,1,0,,,0,,,,,,0,0,,,,,,,,,0,,0,,Cole Rivell,Matt LoPresti,,Cole Rivell,Matt LoPresti,,,,0,,0,0,0,0,0,0,09:51,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4463,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,5,1,0,0,0,0,0,HAM,10,2,10,0,0,HAM10,No Play,"Timeout Middlebury, clock 08:03.",0,0,0,0,0,,,,,,0,0,,,,,,,,53,2,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,1,MID,0,0,0,0,0,0,08:03,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4464,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,5,1,0,0,0,0,0,HAM,10,2,10,0,0,HAM10,pass,"No Huddle-Shotgun Kennon,Cole pass complete short middle to Wood,Donovan for 8 yards to the HAM02 (Spafford,Jacob).",8,0,0,0,0,,,,,,0,1,,Cole Kennon,Donovan Wood,Donovan Wood,,8,8,61,2,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jacob Spafford,,,,,,0,,0,0,0,0,0,0,08:03,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4465,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,6,1,0,0,0,0,0,HAM,2,3,2,0,1,HAM2,rush,"No Huddle-Shotgun McNeil,LeeCharles rush middle for 2 yards gain to the HAM00 TOUCHDOWN, clock 07:32.",2,1,0,1,0,0,1,,,,1,0,LeeCharles McNeil,,,,2,,,63,3,1,0,1,0,MID,LeeCharles McNeil,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,6,0,6,6,0,07:32,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4466,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,7,1,6,0,6,0,6,HAM,3,1,10,0,1,HAM3,xp,"Haas,Andrew kick attempt good (H: Hardin,Tyler, LS: Daniel,Teddy).",0,0,0,0,0,,,,,,0,0,,,,,,,,63,3,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,0,7,7,0,07:32,mid,0,0,2,3,2,3,1,0,0,0,0,made,,,Andrew Haas,20,0,,,,,,,,,,,
4467,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,3,8,1,7,0,7,0,7,MID,60,1,10,0,0,MID40,kickoff,"Haas,Andrew kickoff 54 yards to the HAM06, out of bounds at HAM06.",0,0,0,0,0,,,,,,0,0,,,,,,,,63,3,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,HAM,0,,,,,,,,,,0,,0,7,0,7,7,0,07:32,mid,0,1,2,3,2,3,0,0,0,0,1,,,,Andrew Haas,54,,,,,,,,,0,0,0,
4468,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,4,1,1,7,0,0,7,-7,MID,40,1,10,0,0,MID40,No Play,HAM ball on HAM30.,0,0,0,0,0,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,0,7,-7,7,0,07:32,mid,0,0,2,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
4469,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,5,1,1,7,0,0,7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,7,-7,7,0,07:32,mid,0,0,2,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
4470,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,5,1,1,7,0,0,7,-7,HAM,70,1,10,0,0,HAM30,pass,"No Huddle-Shotgun Banbury,Matt pass complete short left to Perez-Segnini,Lucas for 2 yards to the HAM32 (High,Liam).",2,0,0,0,0,,,,,,0,1,,Matt Banbury,Lucas Perez-Segnini,Lucas Perez-Segnini,,2,2,2,0,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Liam High,,,,,,0,,0,0,7,-7,7,0,07:32,mid,0,0,2,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
4471,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,5,2,1,7,0,0,7,-7,HAM,68,2,8,0,0,HAM32,rush,"No Huddle-Shotgun Campanella,Joseph rush right for 4 yards gain to the HAM36 (Tibball,Nolan).",4,0,0,0,0,,,,,,1,0,Joseph Campanella,,,,4,,,6,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nolan Tibball,,,,,,0,,0,0,7,-7,7,0,07:32,mid,0,0,2,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
4472,HAM_MID2022,MID,HAM,8,HAM,Away,MID,Half1,5,3,1,7,0,0,7,-7,HAM,64,3,4,0,0,HAM36,pass,"No Huddle-Shotgun Banbury,Matt pass intercepted by Stola,Rocco at HAM44 Stola,Rocco return 0 yards to the HAM44, End Of Play.",0,0,0,0,0,1,0,,,,0,1,,Matt Banbury,,,,,,6,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,1,,,,,,,,,0,MID,0,Rocco Stola,,,,,,,,,0,,0,0,7,-7,7,0,07:32,mid,0,1,2,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
4473,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,1,1,7,0,7,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4474,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,1,1,7,0,7,0,7,HAM,44,1,10,0,0,HAM44,pass,"No Huddle-Shotgun Kennon,Cole sacked for loss of 8 yards to the MIDD48 (White,Chase).",-8,0,0,0,0,,,,,,0,0,,Cole Kennon,,,,,,-8,0,0,0,0,0,,,,,1,0,1,8,1,8,0,1,1,0,0,,,,,,0,0,,,,,,,,,0,,0,,,,Chase White,Chase White,,Chase White,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4475,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,2,1,7,0,7,0,7,MID,52,2,18,0,0,MID48,pass,"No Huddle-Shotgun Kennon,Cole pass incomplete short right to Crider,Cole.",0,0,0,0,0,,,,,,0,1,,Cole Kennon,,,,,,-8,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4476,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,3,1,7,0,7,0,7,MID,52,3,18,0,0,MID48,pass,"No Huddle-Shotgun Kennon,Cole pass complete deep right to Jamin,Patrick for 21 yards to the HAM31, End Of Play, 1ST DOWN.",21,1,1,0,0,0,1,,,,0,1,,Cole Kennon,Patrick Jamin,Patrick Jamin,,21,21,13,1,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4477,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,4,1,7,0,7,0,7,HAM,31,1,10,0,0,HAM31,pass,"No Huddle-Shotgun Kennon,Cole pass incomplete short left to McNeil,LeeCharles.",0,0,0,0,0,,,,,,0,1,,Cole Kennon,,,,,,13,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4478,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,5,1,7,0,7,0,7,HAM,31,2,10,0,0,HAM31,rush,"No Huddle-Shotgun McNeil,LeeCharles rush middle for 2 yards loss to the HAM33 (White,Chase).",-2,0,0,0,0,,,,,,1,0,LeeCharles McNeil,,,,-2,,,11,1,0,0,0,0,,,,,1,0,1,2,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Chase White,Chase White,,,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
4479,HAM_MID2022,MID,HAM,8,MID,Home,HAM,Half1,6,6,1,7,0,7,0,7,HAM,33,3,12,0,0,HAM33,pass,"No Huddle-Shotgun Kennon,Cole pass incomplete short right QB hurried by White,Chase and Lavender,Shane.",0,0,0,0,0,1,0,,,,0,1,,Cole Kennon,,,,,,11,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,0,7,7,0,06:11,mid,0,0,2,3,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
